,年龄,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,月投资额,月余额
971,43.0,19656.51,680.3558333,7.0,5.0,4832.0,4.0,7.0,10.0,16.89,7.0,786.15,25.98766272,70.41142783,308.1037321
972,48.0,88027.62,7229.635,0.0,3.0,3.0,3.0,8.0,3.0,13.94,0.0,264.38,40.25096719,185.6577657,620.0318816
973,15.0,35733.63,2883.8025,5.0,3.0,11.0,6.0,11.0,19.0,11.78,4.0,781.34,36.09855804,40.3239971,401.4543686
974,41.0,8128.965,688.41375,8.0,485.0,18.0,6.0,32.0,17.0,9.63,11.0,1973.0,25.32631602,48.13955569,277.6879129
975,45.0,8068.86,774.405,9.0,10.0,32.0,5.0,33.0,15.0,4.43,11.0,3984.41,34.96427317,10000.0,290.1500678
976,23.0,22934.45,680.3558333,5.0,6.0,17.0,3.0,6.0,19.0,7.45,13.0,829.3,28.42726402,34.50109938,356.4947114
977,37.0,20426.38,1653.198333,1.0,1391.0,11.0,4.0,0.0,1.0,-2.55,1.0,622.66,24.67357729,40.69700625,329.9833333
978,20.0,64536.99,5639.0825,6.0,5.0,15.0,4.0,16.0,17.0,4.72,4.0,1441.12,34.77032562,164.324012,439.5682222
979,43.0,106154.46,8961.205,1.0,2.0,10.0,1.0,11.0,1.0,5.38,2.0,386.42,35.60255559,525.8216748,602.5088266
980,35.0,70137.8,5901.816667,2.0,5.0,9.0,1.0,20.0,9.0,0.99,4.0,335.1,38.8791488,88.89305527,703.04294
981,16.0,105910.08,8876.84,6.0,5.0,18.0,3.0,22.0,14.0,9.67,5.0,1300.88,30.04432085,231.2773522,664.6122718
982,44.0,86902.59,7005.8825,5.0,4.0,12.0,4.0,18.0,9.0,7.85,4.0,746.14,28.27876204,63.08997726,706.8494556
983,35.0,16154.8,1443.233333,4.0,3.0,8.0,2.0,24.0,16.0,17.36,6.0,275.06,37.07942516,14.23024081,345.6308983
984,34.0,40295.72,680.3558333,2.0,4.0,5.0,3.0,16.0,1.0,4.04,4.0,457.44,34.71748991,120.9610094,414.7406331
985,44.0,15451.69,1271.640833,6.0,7.0,19.0,6.0,11.0,10.0,19.55,8.0,1620.67,40.03164875,10000.0,297.8184214
986,35.0,89772.84,680.3558333,8.0,3.0,9.0,2.0,12.0,16.0,3.15,2.0,1177.54,27.28473845,201.1510602,735.3928431
987,54.0,115724.4,680.3558333,3.0,6.0,10.0,2.0,14.0,12.0,8.54,8.0,1480.98,26.60638452,640.427514,477.2412154
988,38.0,10156.33,755.3608333,6.0,8.0,20.0,8.0,25.0,19.0,25.76,14.0,4345.51,39.37352372,10000.0,234.3641588
989,45.0,52616.28,4279.69,7.0,10.0,27.0,4.0,54.0,19.0,12.52,10.0,2592.58,35.50782135,214.1224667,357.8425441
990,56.0,17510.865,1277.23875,7.0,4.0,10.0,4.0,18.0,16.0,1.0,3.0,1053.65,37.03413928,89.20889803,280.4454016
991,15.0,63965.84,680.3558333,8.0,7.0,18.0,7.0,60.0,16.0,27.97,14.0,3496.34,23.48912411,113.4262918,376.4137526
992,43.0,95933.64,8167.47,7.0,4.0,2081.0,4.0,22.0,10.0,8.52,0.0,1387.35,34.40237578,10000.0,688.8993958
993,41.0,86097.54,7202.795,1.0,2.0,11.0,2.0,13.0,6.0,3.67,0.0,10.29,43.16730642,235.2457981,616.6296266
994,16.0,73338.12,6373.51,3.0,4.0,12.0,7.0,1.0,8.0,11.92,5.0,2449.13,33.59735971,86.49377154,395.5224203
995,53.0,61203.18,680.3558333,7.0,3.0,5.0,4.0,21.0,18.0,4.29,7.0,1194.51,22.835039,618.9753892,28.54517538
996,18.0,69642.0,680.3558333,2.0,2.0,12.0,1.0,7.0,8.0,7.41,4.0,203.56,27.64848715,140.4235933,626.7732246
997,40.0,17844.81,1309.0675,6.0,5.0,23.0,6.0,21.0,17.0,8.52,7.0,3962.26,26.69285565,10000.0,246.0272077
998,44.0,106271.13,8663.9275,4.0,7.0,13.0,2.0,17.0,16.0,1.62,3.0,492.06,36.04417523,588.6423279,420.8198139
999,42.0,20501.07,1731.4225,7.0,3.0,19.0,3.0,19.0,13.0,18.24,7.0,2012.25,27.45137259,28.89990319,352.6725312
1000,50.0,30984.3,2385.025,0.0,6.0,12.0,2.0,3.0,10.0,2.14,4.0,1098.16,31.85588591,15.69604484,427.7579054
